target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1528	2787.97	42.4799
F27C8.1	1940	1681	222	3.0747
F07C3.7	1728	1469	162	2.5675
F52H2.2	1739	1480	614	9.65883
T13A10.10a	1734	1475	120.17	1.89681
T13A10.10b	1598	1339	27.8298	0.483891
C55C2.5a	1840	1581	162	2.38562
C55C2.5b	1606	1347	0	0
C55C2.5c	1671	1412	0	0
C55C2.5d	1618	1359	0	0
T11F9.4a	1765	1506	37.1852	0.574861
T11F9.4b.1	1684	1425	19.8148	0.323738
T11F9.4b.2	1784	1525	5.81139e-06	8.87214e-08
F54D12.3	1503	1244	6	0.112292
F28F9.4	1452	1193	12	0.234185
Y53H1C.1a	2022	1763	1752.53	23.1436
Y53H1C.1b	1958	1699	355.989	4.87822
C50F2.9	258	39.8547	10	5.84169
C50F2.10	414	155.169	121	18.1551
F54B8.5	270	44.4593	0	0
Y38H6C.22	381	123.049	0	0
T22H6.5	484	225.001	26	2.69034
T22H6.7	646	387	42	2.52672
M79.1a	4081	3822	364.684	2.22149
M79.1b	4012	3753	648.701	4.02424
M79.1c	3997	3738	21.6152	0.134629
C24F3.5a	4715	4456	17.2105	0.0899223
C24F3.5b	4726	4467	0.789463	0.00411466
F12B6.1a	6670	6411	1.13177e-07	4.1101e-10
F12B6.1b	6559	6300	343	1.26757
Y39D8C.1	5545	5286	695	3.06109
Y53C10A.9	4724	4465	12	0.0625717
AC3.3	1403	1144	0	0
F19G12.7	1719	1460	2	0.031893
F31A3.1	729	470	1	0.0495359
Y5H2A.3	1020	761	3.66245	0.112048
Y105C5A.4	1008	749	0	0
C03A7.7	1174	915	0	0
C03A7.8	1317	1058	2.17622	0.047889
C03A7.14	1525	1266	1.82378	0.0335395
R09F10.2	1137	878	10	0.265169
F35A5.3	1271	1012	0	0
T01D1.6	1273	1014	4	0.0918417
W09B12.1.1	1984	1725	88.9094	1.19999
W09B12.1.2	2525	2266	113.091	1.16194
Y44E3A.2	1995	1736	169	2.2665
Y48B6A.8	2168	1909	34.757	0.423892
Y48B6A.7	1930	1671	2	0.0278658
C42D8.5a	3282	3023	28.0883	0.216324
C42D8.5b	1560	1301	27.7924	0.497355
ZK455.1	3072	2813	4297	35.5643
F54H12.1a	2709	2450	28864	274.289
F54H12.1b	2365	2106	28.0002	0.309542
F54H12.1c.1	2500	2241	1.2449e-05	1.29334e-07
F54H12.1c.2	2562	2303	75.992	0.768232
K11G12.2	1888	1629	3	0.0428764
K11G12.7	1660	1401	8	0.132944
K03F8.2	1800	1541	21	0.317274
ZK973.5	1666	1407	6	0.0992831
T09A5.3	1692	1433	7	0.113729
ZC504.2	1758	1499	35	0.543606
C40C9.2	1909	1650	3	0.0423307
R02E12.8	1680	1421	2	0.0327683
D2092.3	1445	1186	30	0.588918
R01E6.4	1926	1667	14	0.195529
T05C12.2	1595	1336	3	0.0522797
F25G6.4	1506	1247	42	0.784153
F25G6.3a	1797	1538	81	1.22616
F25G6.3b	2176	1917	0	0
F53E10.2a	1359	1100	10.0607	0.212939
F53E10.2b	1616	1357	39.9393	0.685233
F28F8.1	1617	1358	59	1.01151
C31H5.3a	1858	1599	10	0.145603
C31H5.3b	1841	1582	0	0
R06A4.10a	1702	1443	0	0
R06A4.10b	1693	1434	9.93567e-08	1.61312e-09
R06A4.10c	1841	1582	19	0.279618
F27B3.2	1410	1151	10	0.202275
F48E3.7	1435	1176	4	0.0791901
F59B1.9	1718	1459	12	0.191489
T04C12.6.1	1264	1005	0.0719851	0.00166761
T04C12.6.2	1366	1107	12.4151	0.261109
T04C12.6.3	1346	1087	9626.83	206.192
T04C12.6.4	1277	1018	36904	844.003
T04C12.5.1	1321	1062	0.0525006	0.00115095
T04C12.5.2	1335	1076	51406.9	1112.31
T04C12.4.1	1480	1221	16122.8	307.428
