target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1559.89	522	29.2898
F27C8.1	1940	1628.81	35	1.88078
F07C3.7	1728	1463.43	113	6.75847
F52H2.2	1739	1547.93	106	5.99369
T13A10.10a	1734	1548.34	86	4.86153
T13A10.10b	1598	1422.18	0	0
C55C2.5a	1840	1681	76.5127	3.98387
C55C2.5b	1606	1477.26	0	0
C55C2.5c	1671	1542.09	0	0
C55C2.5d	1618	1486.12	9.48728	0.558762
T11F9.4a	1765	1505.84	0	0
T11F9.4b.1	1684	1425.2	134.973	8.28917
T11F9.4b.2	1784	1526.81	15.0269	0.861441
F54D12.3	1503	1268.17	6	0.414107
F28F9.4	1452	1272.74	0	0
Y53H1C.1a	2022	1697.96	121.358	6.25579
Y53H1C.1b	1958	1643.41	75.7507	4.03442
C50F2.9	258	89.9725	8	7.78253
C50F2.10	414	218.435	3	1.2021
F54B8.5	270	98.9477	0	0
Y38H6C.22	381	201.825	2	0.86735
T22H6.5	484	278.028	133	41.8701
T22H6.7	646	462.845	96	18.1542
M79.1a	4081	3839.53	0	0
M79.1b	4012	3760.25	1.14607e-07	2.6677e-09
M79.1c	3997	3730.81	197	4.62172
C24F3.5a	4715	4225.57	93.5283	1.9373
C24F3.5b	4726	4239.71	71.4717	1.4755
F12B6.1a	6670	6553.27	59.5079	0.794798
F12B6.1b	6559	6443.15	212.492	2.88659
Y39D8C.1	5545	5510.78	436	6.9249
Y53C10A.9	4724	4383.82	108	2.15631
AC3.3	1403	1371.35	263.732	16.8328
F19G12.7	1719	1539.74	0	0
F31A3.1	729	549.74	0	0
Y5H2A.3	1020	913.438	8	0.766569
Y105C5A.4	1008	934.458	3.99257	0.373967
C03A7.7	1174	1160.79	42.2221	3.18364
C03A7.8	1317	1326.87	171.263	11.2973
C03A7.14	1525	1522.3	394.602	22.6881
R09F10.2	1137	1047.66	72.7617	6.07885
F35A5.3	1271	1172.96	228	17.0134
T01D1.6	1273	1225.33	123	8.78603
W09B12.1.1	1984	1748.53	0	0
W09B12.1.2	2525	2227.81	50	1.96441
Y44E3A.2	1995	1765.44	8	0.396623
Y48B6A.8	2168	1984.33	18.2496	0.80497
Y48B6A.7	1930	1663.04	7	0.368414
C42D8.5a	3282	3061.68	43.888	1.25466
C42D8.5b	1560	1317.65	38.9262	2.58572
ZK455.1	3072	2855.07	2385	73.116
F54H12.1a	2709	2531.17	69.3464	2.39797
F54H12.1b	2365	2185.27	500.446	20.0444
F54H12.1c.1	2500	2319.47	702.836	26.522
F54H12.1c.2	2562	2378.28	173.371	6.38049
K11G12.2	1888	1648.7	32	1.69882
K11G12.7	1660	1380.34	7	0.443865
K03F8.2	1800	1620.74	0	0
ZK973.5	1666	1431.35	2	0.122299
T09A5.3	1692	1385.26	13	0.821397
ZC504.2	1758	1447.58	35	2.11624
C40C9.2	1909	1727.53	19	0.962649
R02E12.8	1680	1437.56	4	0.243543
D2092.3	1445	1195.65	25	1.8301
R01E6.4	1926	1671.53	40	2.09453
T05C12.2	1595	1290.44	6	0.406961
F25G6.4	1506	1260.36	84	5.83343
F25G6.3a	1797	1558.2	33	1.85367
F25G6.3b	2176	1878.71	0	0
F53E10.2a	1359	1142.96	5.00788	0.3835
F53E10.2b	1616	1378.44	1.99212	0.126493
F28F8.1	1617	1362.6	46	2.95482
C31H5.3a	1858	1586.29	7.7124e-08	4.25547e-09
