target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1447.48	4253	83.9851
F27C8.1	1940	1577.09	133	2.41054
F07C3.7	1728	1429.81	153	3.05866
F52H2.2	1739	1482	586	11.3023
T13A10.10a	1734	1397.32	48	0.981892
T13A10.10b	1598	1293.17	1.14892e-05	2.53951e-07
C55C2.5a	1840	1764.52	58.2478	0.94356
C55C2.5b	1606	1541.82	0	0
C55C2.5c	1671	1609.51	10.7522	0.190951
C55C2.5d	1618	1553.17	0	0
T11F9.4a	1765	1427.51	0.224991	0.0045051
T11F9.4b.1	1684	1353.32	0.730749	0.0154343
T11F9.4b.2	1784	1441.2	81.0443	1.60737
F54D12.3	1503	1301.64	2	0.0439195
F28F9.4	1452	1280.74	47	1.04895
Y53H1C.1a	2022	1900.31	2350.27	35.3518
Y53H1C.1b	1958	1849.23	299.502	4.62943
C50F2.9	258	89.9725	17	5.40079
C50F2.10	414	236.578	2763	333.829
F54B8.5	270	98.9477	0	0
Y38H6C.22	381	201.825	0	0
T22H6.5	484	289.483	98	9.67657
T22H6.7	646	417.384	73	4.99925
M79.1a	4081	3763.24	490.165	3.72304
M79.1b	4012	3698.64	303.835	2.34809
M79.1c	3997	3675.92	0	0
C24F3.5a	4715	3865.08	2.96484	0.021926
C24F3.5b	4726	3877.65	0.0351631	0.000259201
F12B6.1a	6670	6710.12	393.281	1.67529
F12B6.1b	6559	6608.08	89.719	0.388085
Y39D8C.1	5545	5627.49	500	2.53965
Y53C10A.9	4724	4149.04	22	0.151563
AC3.3	1403	1223.74	0	0
F19G12.7	1719	1519.93	6	0.112835
F31A3.1	729	549.74	0	0
Y5H2A.3	1020	861.552	1	0.033177
Y105C5A.4	1008	828.74	0	0
C03A7.7	1174	1039.05	0.235947	0.00649076
C03A7.8	1317	1195.49	0	0
C03A7.14	1525	1414.96	3.76405	0.0760376
R09F10.2	1137	957.74	0	0
F35A5.3	1271	1215.22	2	0.0470428
T01D1.6	1273	1219.72	4	0.0937384
W09B12.1.1	1984	1767.41	18.5489	0.299984
W09B12.1.2	2525	2211.17	159.451	2.06122
Y44E3A.2	1995	1788.61	93	1.48622
Y48B6A.8	2168	1947.25	36.0408	0.529043
Y48B6A.7	1930	1895.87	2	0.0301536
C42D8.5a	3282	3071.26	84.9732	0.79083
C42D8.5b	1560	1336.36	4.02976	0.0861937
ZK455.1	3072	2844.22	2441	24.5314
F54H12.1a	2709	2503.26	24640.5	281.36
F54H12.1b	2365	2160.97	73.5309	0.972612
F54H12.1c.1	2500	2309.55	0.918585	0.0113686
F54H12.1c.2	2562	2356.28	0.00320627	3.88948e-05
K11G12.2	1888	1569.89	2	0.0364149
K11G12.7	1660	1333.16	1	0.0214405
K03F8.2	1800	1388.28	63	1.29712
ZK973.5	1666	1345.93	5	0.106186
T09A5.3	1692	1227.6	2	0.0465682
ZC504.2	1758	1379.39	3	0.0621657
C40C9.2	1909	1658.61	30	0.517007
R02E12.8	1680	1500.74	0	0
D2092.3	1445	1098.22	39	1.01506
R01E6.4	1926	1659.45	17	0.29282
T05C12.2	1595	1159.68	4	0.0985917
F25G6.4	1506	1184.46	36	0.868764
F25G6.3a	1797	1405.86	49	0.996258
F25G6.3b	2176	1722.77	0	0
F53E10.2a	1359	1164.83	30.1204	0.739124
F53E10.2b	1616	1400.98	35.8796	0.732041
F28F8.1	1617	1370.08	39	0.813649
C31H5.3a	1858	1423.55	41	0.823245
C31H5.3b	1841	1398.33	0	0
R06A4.10a	1702	1504.29	0.00074482	1.41526e-05
R06A4.10b	1693	1494.62	4.99926	0.0956078
R06A4.10c	1841	1644.86	0	0
F27B3.2	1410	1113.36	3	0.0770199
F48E3.7	1435	1255.74	0	0
F59B1.9	1718	1489.48	3	0.0575712
T04C12.6.1	1264	1243.57	0	0
T04C12.6.2	1366	1352.08	214.818	4.54137
T04C12.6.3	1346	1327.27	13089.3	281.886
T04C12.6.4	1277	1259.07	7594.86	172.42
T04C12.5.1	1321	1253.3	0.00110748	2.5258e-05
T04C12.5.2	1335	1271.96	37023.4	831.997
T04C12.4.1	1480	1437.76	3648.87	72.5421
T04C12.4.2	1564	1525.55	20840.2	390.476
T04C12.4.3	1559	1520	2.09387e-06	3.93752e-08
M03F4.2a	1672	1687.58	2249.23	38.0967
M03F4.2b.1	1599	1594.33	32.1153	0.575773
M03F4.2b.2	1603	1602.65	0	0
M03F4.2b.3	1606	1607.23	8547.28	152.009
M03F4.2b.4	1596	1589.76	35.6224	0.640484
